article_title,author_number,author_human_id,author_first_name,author_last_name,author_affiliation,year,paper_id,mean_overall_score_for_presentation,mean_acceptance_rate
Compendio del Abhidhamma: el Abhidhammattha Sangaha de Anuruddha,2,Jeremy---Moriarty---Saint Josephs College at Mercy High School,Jeremy,Moriarty,Saint Josephs College at Mercy High School,2011,2011---106,2.8333333333333335,0.5
Compendio del Abhidhamma: el Abhidhammattha Sangaha de Anuruddha,3,Pamula---Keaveny---Delaware-Chenango-Madison-Otsego BOCES,Pamula,Keaveny,Delaware-Chenango-Madison-Otsego BOCES,2011,2011---106,2.8333333333333335,0.5
Compendio del Abhidhamma: el Abhidhammattha Sangaha de Anuruddha,4,Alexandra---Carrozza---Indiana Wesleyan University at St Michaels Catholic School,Alexandra,Carrozza,Indiana Wesleyan University at St Michaels Catholic School,2011,2011---106,2.8333333333333335,0.5
Compendio del Abhidhamma: el Abhidhammattha Sangaha de Anuruddha,5,Shalanda---Naughton---Florida Technical College - Kissimmee,Shalanda,Naughton,Florida Technical College - Kissimmee,2011,2011---106,2.8333333333333335,0.5
Compendio del Abhidhamma: el Abhidhammattha Sangaha de Anuruddha,6,"Leandro---Maylone---Saint Joseph's College, New York at Long Island Railroad, Hillside Support Facility",Leandro,Maylone,"Saint Joseph's College, New York at Long Island Railroad, Hillside Support Facility",2011,2011---106,2.8333333333333335,0.5
Real Life Cryptology: Ciphers and Secrets in Early Modern Hungary,1,Myrl---Bey---Ohio University at South Pointe Hospital,Myrl,Bey,Ohio University at South Pointe Hospital,2011,2011---107,3.8333333333333335,0.16666666666666666
Real Life Cryptology: Ciphers and Secrets in Early Modern Hungary,2,Dorthy---Tilghman---Centenary College at Jefferson School District,Dorthy,Tilghman,Centenary College at Jefferson School District,2011,2011---107,3.8333333333333335,0.16666666666666666
Real Life Cryptology: Ciphers and Secrets in Early Modern Hungary,3,Elda---Reichard---New England College at Keene High School,Elda,Reichard,New England College at Keene High School,2011,2011---107,3.8333333333333335,0.16666666666666666
Real Life Cryptology: Ciphers and Secrets in Early Modern Hungary,4,Amberly---Foussell---The Art Institute of California - San Diego,Amberly,Foussell,The Art Institute of California - San Diego,2011,2011---107,3.8333333333333335,0.16666666666666666
Evaluation of the New York City Police Department Firearm Training and Firearm-Discharge Review Process,1,Marie---Policar---Georgia Institute of Cosmetology - Gainesville,Marie,Policar,Georgia Institute of Cosmetology - Gainesville,2011,2011---108,4.2,0.4
Evaluation of the New York City Police Department Firearm Training and Firearm-Discharge Review Process,2,Catherin---Shilt---Wayne College,Catherin,Shilt,Wayne College,2011,2011---108,4.2,0.4
Evaluation of the New York City Police Department Firearm Training and Firearm-Discharge Review Process,3,Denae---Hodrick---Northwest Community High School,Denae,Hodrick,Northwest Community High School,2011,2011---108,4.2,0.4
Evaluation of the New York City Police Department Firearm Training and Firearm-Discharge Review Process,4,Andrea---Zartman---Concordia University Wisconsin at Waupun High School,Andrea,Zartman,Concordia University Wisconsin at Waupun High School,2011,2011---108,4.2,0.4
"Las encrucijadas de clase y género: trabajo a domicilio, subcontratación y dinámica de la unidad doméstica en la ciudad de México",1,Laronda---Ellinghuysen---Argosy University - Chandler,Laronda,Ellinghuysen,Argosy University - Chandler,2011,2011---109,3,0.5
"Las encrucijadas de clase y género: trabajo a domicilio, subcontratación y dinámica de la unidad doméstica en la ciudad de México",2,Sharilyn---Dingell---Bellevue University at Central Community College - Columbus,Sharilyn,Dingell,Bellevue University at Central Community College - Columbus,2011,2011---109,3,0.5
Assessing the Role of State and Local Public Health in Outreach and Enrollment for Expanded Coverage: A Case Study on West Virginia,1,Bridgette---Shein---American Truck School,Bridgette,Shein,American Truck School,2011,2011---110,3.2,0.2
Assessing the Role of State and Local Public Health in Outreach and Enrollment for Expanded Coverage: A Case Study on West Virginia,2,Retha---Consla---Rasmussen College - Pasco,Retha,Consla,Rasmussen College - Pasco,2011,2011---110,3.2,0.2
En torno a una filosofía americana,1,Shayna---Aguallo---Heavy Equipment College of America,Shayna,Aguallo,Heavy Equipment College of America,2011,2011---111,2.5,0.5
En torno a una filosofía americana,2,Merlene---Buday---David Hochstein Memorial Music School,Merlene,Buday,David Hochstein Memorial Music School,2011,2011---111,2.5,0.5
En torno a una filosofía americana,3,Solomon---Boehning---Sanford-Brown College - Hazelwood,Solomon,Boehning,Sanford-Brown College - Hazelwood,2011,2011---111,2.5,0.5
En torno a una filosofía americana,4,Tory---Huschle---Pacific College of Oriental Medicine - New York,Tory,Huschle,Pacific College of Oriental Medicine - New York,2011,2011---111,2.5,0.5
En torno a una filosofía americana,5,Janae---Lashier---Plymouth State University at New Hampshire Technical Institute - Concord,Janae,Lashier,Plymouth State University at New Hampshire Technical Institute - Concord,2011,2011---111,2.5,0.5
En torno a una filosofía americana,6,"Britni---Thornhill---Indiana Wesleyan University at Holiday Inn Express, Elkhart",Britni,Thornhill,"Indiana Wesleyan University at Holiday Inn Express, Elkhart",2011,2011---111,2.5,0.5
Ancient Knowledge Networks: A Social Geography of Cuneiform Scholarship in First-Millennium Assyria and Babylonia,1,Velma---Tshudy---Mount Aloysius College at State Correctional Institute-Smithfield,Velma,Tshudy,Mount Aloysius College at State Correctional Institute-Smithfield,2011,2011---112,2.6666666666666665,0.16666666666666666
Ancient Knowledge Networks: A Social Geography of Cuneiform Scholarship in First-Millennium Assyria and Babylonia,2,Annett---Cereceres---National Louis University at Glen Park Elementary,Annett,Cereceres,National Louis University at Glen Park Elementary,2011,2011---112,2.6666666666666665,0.16666666666666666
Ancient Knowledge Networks: A Social Geography of Cuneiform Scholarship in First-Millennium Assyria and Babylonia,3,Pearlie---Rybak---Youngstown State University at Belmont Technical College,Pearlie,Rybak,Youngstown State University at Belmont Technical College,2011,2011---112,2.6666666666666665,0.16666666666666666
Ancient Knowledge Networks: A Social Geography of Cuneiform Scholarship in First-Millennium Assyria and Babylonia,4,Lorita---Muscara---Z Hair Academy Inc,Lorita,Muscara,Z Hair Academy Inc,2011,2011---112,2.6666666666666665,0.16666666666666666
Ancient Knowledge Networks: A Social Geography of Cuneiform Scholarship in First-Millennium Assyria and Babylonia,5,Hallie---Buzzanca---Point Park University - Rivers Casino,Hallie,Buzzanca,Point Park University - Rivers Casino,2011,2011---112,2.6666666666666665,0.16666666666666666
Ancient Knowledge Networks: A Social Geography of Cuneiform Scholarship in First-Millennium Assyria and Babylonia,6,Kathryn---Stoltz---Mariacy Beauty Academy,Kathryn,Stoltz,Mariacy Beauty Academy,2011,2011---112,2.6666666666666665,0.16666666666666666
Ancient Knowledge Networks: A Social Geography of Cuneiform Scholarship in First-Millennium Assyria and Babylonia,7,Verdie---Scavo---MedQuest College,Verdie,Scavo,MedQuest College,2011,2011---112,2.6666666666666665,0.16666666666666666
The Scientific Revolution Revisited,1,Tyrone---Moats---William Woods University at Rich Hill R-IV School District,Tyrone,Moats,William Woods University at Rich Hill R-IV School District,2011,2011---113,2.6,0.6
The Scientific Revolution Revisited,2,Leora---Steinbacher---Olivet College at Grand Ledge Public Schools,Leora,Steinbacher,Olivet College at Grand Ledge Public Schools,2011,2011---113,2.6,0.6
The Scientific Revolution Revisited,3,Dong---Nutzmann---Indiana Wesleyan University at Courtyard,Dong,Nutzmann,Indiana Wesleyan University at Courtyard,2011,2011---113,2.6,0.6
The Scientific Revolution Revisited,4,Edmund---Kately---Collaboration Campus,Edmund,Kately,Collaboration Campus,2011,2011---113,2.6,0.6
The Scientific Revolution Revisited,5,Bronwyn---Barnacle---Concordia University Chicago at Lincoln Way North High School,Bronwyn,Barnacle,Concordia University Chicago at Lincoln Way North High School,2011,2011---113,2.6,0.6
The Scientific Revolution Revisited,6,Landon---Begg---Virginia Christian University,Landon,Begg,Virginia Christian University,2011,2011---113,2.6,0.6
Los miedos en la historia,1,Shaina---Desgroseillie---Eastside High School,Shaina,Desgroseillie,Eastside High School,2011,2011---114,4,0.6
Los miedos en la historia,2,Socorro---Garr---Skin Science Institute of Laser & Esthetics,Socorro,Garr,Skin Science Institute of Laser & Esthetics,2011,2011---114,4,0.6
Los miedos en la historia,3,Tosha---Mcburney---University of Wisconsin - Stout at Gateway Technical College,Tosha,Mcburney,University of Wisconsin - Stout at Gateway Technical College,2011,2011---114,4,0.6
The Aranda’s Pepa: An introduction to Carl Strehlow’s Masterpiece Die Aranda- und Loritja-Stämme in Zentral-Australien (1907-1920),1,"Derick---Cumblidge---Cornerstone University at FRTS Urban Cohort-Muskegon, Bridge Bible Church",Derick,Cumblidge,"Cornerstone University at FRTS Urban Cohort-Muskegon, Bridge Bible Church",2011,2011---115,3.3333333333333335,0.5
The Aranda’s Pepa: An introduction to Carl Strehlow’s Masterpiece Die Aranda- und Loritja-Stämme in Zentral-Australien (1907-1920),2,Jani---Kedley---CVCC Newton Center,Jani,Kedley,CVCC Newton Center,2011,2011---115,3.3333333333333335,0.5
The Aranda’s Pepa: An introduction to Carl Strehlow’s Masterpiece Die Aranda- und Loritja-Stämme in Zentral-Australien (1907-1920),3,Sindy---Hester---Fairleigh Dickinson University at Morris County Firefighters Academy,Sindy,Hester,Fairleigh Dickinson University at Morris County Firefighters Academy,2011,2011---115,3.3333333333333335,0.5
The Aranda’s Pepa: An introduction to Carl Strehlow’s Masterpiece Die Aranda- und Loritja-Stämme in Zentral-Australien (1907-1920),4,Marissa---Krigger---Notre Dame of Maryland University at Eastern Shore Higher Education,Marissa,Krigger,Notre Dame of Maryland University at Eastern Shore Higher Education,2011,2011---115,3.3333333333333335,0.5
The Aranda’s Pepa: An introduction to Carl Strehlow’s Masterpiece Die Aranda- und Loritja-Stämme in Zentral-Australien (1907-1920),5,Ailene---Snedden---University of Phoenix at Boeing Mesa,Ailene,Snedden,University of Phoenix at Boeing Mesa,2011,2011---115,3.3333333333333335,0.5
The Aranda’s Pepa: An introduction to Carl Strehlow’s Masterpiece Die Aranda- und Loritja-Stämme in Zentral-Australien (1907-1920),6,"Lorette---Lisee---Joint Intelligence Training Academy Pacific, Joint Intelligence Operations Center",Lorette,Lisee,"Joint Intelligence Training Academy Pacific, Joint Intelligence Operations Center",2011,2011---115,3.3333333333333335,0.5
The Aranda’s Pepa: An introduction to Carl Strehlow’s Masterpiece Die Aranda- und Loritja-Stämme in Zentral-Australien (1907-1920),7,Gregoria---Maione---Telluride Conference Center,Gregoria,Maione,Telluride Conference Center,2011,2011---115,3.3333333333333335,0.5
"Predicting Suicide Attacks: Integrating Spatial, Temporal, and Social Features of Terrorist Attack Targets",1,Shaunte---Comrie---Weekend & Evening College-Southwest County Center,Shaunte,Comrie,Weekend & Evening College-Southwest County Center,2011,2011---116,3.25,0.25
"Predicting Suicide Attacks: Integrating Spatial, Temporal, and Social Features of Terrorist Attack Targets",2,Noah---Eikenberry---Maricopa Community Colleges - Scottsdale Community College Business Institute,Noah,Eikenberry,Maricopa Community Colleges - Scottsdale Community College Business Institute,2011,2011---116,3.25,0.25
Counterinsurgency in Pakistan,1,Laquanda---Desorcy---AEC Texas Institute - Garland,Laquanda,Desorcy,AEC Texas Institute - Garland,2011,2011---117,1.75,0.25
"DiverCity – Global Cities as a Literary Phenomenon: Toronto, New York, and Los Angeles in a Globalizing Age",1,Melodie---Tarkington---Fairleigh Dickinson University at NJ National Guard Westfield,Melodie,Tarkington,Fairleigh Dickinson University at NJ National Guard Westfield,2011,2011---118,4,0.5
"DiverCity – Global Cities as a Literary Phenomenon: Toronto, New York, and Los Angeles in a Globalizing Age",2,Gidget---Beyett---Marian University at Holy Redeemer Institutional Church of God in Christ,Gidget,Beyett,Marian University at Holy Redeemer Institutional Church of God in Christ,2011,2011---118,4,0.5
"DiverCity – Global Cities as a Literary Phenomenon: Toronto, New York, and Los Angeles in a Globalizing Age",3,"Anisa---Strauser---Indiana Wesleyan University at Holiday Inn Express, South",Anisa,Strauser,"Indiana Wesleyan University at Holiday Inn Express, South",2011,2011---118,4,0.5
"DiverCity – Global Cities as a Literary Phenomenon: Toronto, New York, and Los Angeles in a Globalizing Age",4,Neta---Neyra---Stevens Institute of Technology at MTM - Middletown,Neta,Neyra,Stevens Institute of Technology at MTM - Middletown,2011,2011---118,4,0.5
"DiverCity – Global Cities as a Literary Phenomenon: Toronto, New York, and Los Angeles in a Globalizing Age",5,Saran---Privitera---Montessori School of Waukesha,Saran,Privitera,Montessori School of Waukesha,2011,2011---118,4,0.5
"DiverCity – Global Cities as a Literary Phenomenon: Toronto, New York, and Los Angeles in a Globalizing Age",6,Brent---Slusser---Central Methodist University at Hillsboro,Brent,Slusser,Central Methodist University at Hillsboro,2011,2011---118,4,0.5
"DiverCity – Global Cities as a Literary Phenomenon: Toronto, New York, and Los Angeles in a Globalizing Age",7,Christeen---Dock---11th Medical Group/Bolling AFB-Dental Squadron Advanced Education in General Dentistry 12 Months,Christeen,Dock,11th Medical Group/Bolling AFB-Dental Squadron Advanced Education in General Dentistry 12 Months,2011,2011---118,4,0.5
Evaluation of the Patient Safety Improvement Corps: Experiences of the First Two Groups of Trainees,1,Genevieve---Sullins---Ivy Tech Community College of Indiana at Ivy Tech Learning Achievement Building,Genevieve,Sullins,Ivy Tech Community College of Indiana at Ivy Tech Learning Achievement Building,2011,2011---119,3.3333333333333335,0.16666666666666666
Evaluation of the Patient Safety Improvement Corps: Experiences of the First Two Groups of Trainees,2,Tabatha---Callejas---Elite Academy Of Hair Design LLC,Tabatha,Callejas,Elite Academy Of Hair Design LLC,2011,2011---119,3.3333333333333335,0.16666666666666666
Evaluation of the Patient Safety Improvement Corps: Experiences of the First Two Groups of Trainees,3,Josphine---Bassler---Holy Family University at Monsignor Bonner/Archbishop Prendergast Catholic High,Josphine,Bassler,Holy Family University at Monsignor Bonner/Archbishop Prendergast Catholic High,2011,2011---119,3.3333333333333335,0.16666666666666666
